Date,City,Score,Review_usage,Review_pro,Review_contra,Review_comment,Like_count,Dislike_counts,Shop_review
21 час назад,Нижний Новгород,5,Не указано,Аккуратно упакован.,Нет,"Пришел достаточно быстро, упакован безопасно.",0,0,Электро Галактика
Месяц назад,Невинномысск,5,Не указано,"Только достоинства, это же айфон.",Я не обнаружила и надеюсь не обнаружу.,"Оригинал. Не активированный. Пришел ровно в срок. Упакован очень хорошо. Был без пленки, с пломбами. Не знаю почему.",0,0,iBox.Store
4 месяца назад,Кемерово,5,менее месяца,"Все хорошо, пользуюсь месяц, подвоха не заметил",Нет,"На приемке проверил имей все соответствует, по имей телефон не активирован, имей на коробке соответствует телефону, пломба была заклеена дополнительной пломбой продавца и из-за этого не видно вскрывали его или нет. Сделал бы пломбу продавца немного прозрачной, чтобы можно было убедиться в целостности оригинальной пломбы, а так все хорошо, продавец хороший.",0,0,Sky Tech
Неделю назад,Воронеж,5,Не указано,"хорошая цена, быстрая доставка, полный комплект",нет,цена огонь и очень быстро доставлен,0,0,Электронный Арсенал
Неделю назад,Сабурово,5,Не указано,Телефон пушка,Никаких,"Дочка очень довольна, получила в пвз, открыла дома, оригинальный телефон.",0,0,GSM Butik
Позавчера,Балашиха,5,Не указано,цена за не реф ферсию,нет,"оригинал, привезли в срок, всё проверил норм",0,0,5G Store
Позавчера,Нижний Новгород,5,Не указано,"Удобный в использовании, отлично держит зарядку, быстрая доставка",Нет,Не указано,0,0,Good Phone
Позавчера,Челябинск,5,Не указано,Оригинал,Долгая была доставка,"Новый, запечатанный! Берите не пожалеете",0,0,АЙБАРС
Месяц назад,Екатеринбург,5,Не указано,пришел оригинал 👍🤗 рада)хоть и переживала )вины с коробкой совпали 👍,Не указано,для Индии .но целый .упакован хорошо .изьянов нет .очень рады !)💯 рекомендую продавца 👌,0,0,Class Line
Месяц назад,Санкт-Петербург,5,Не указано,Не указано,Не указано,"Пользуюсь телефоном уже 4 месяца,все отлично,заказ приехал даже на день раньше, упаковка прям на совесть,телефон оригинальный,новый,покупкой довольна,продавца рекомендую",0,0,Prosto-Technika
Позавчера,Тула,5,Не указано,"прекрасный смартфон,всё работает",недостатков нет,рекомендую к покупке,0,0,СкринШот
3 месяца назад,Путилково,5,менее месяца,Качественный телефон. Не подделка,Не обнаружили,"Покупали сыну в подарок на Новый год, очень переживали, так как буквально месяц назад покупали через интернет айфон и привезли подделку, которая перестала работать через неделю. Но телефон , купленный здесь оказался очень качественным, не подделка. Спасибо огромное! Сын доволен, мы счастливы)! Продавца рекомендуем.",1,0,Prosto-Technika
Месяц назад,Набережные Челны,5,Не указано,Всё супер. Телефон проверили - оригинал.,"Недостатков нет, всем довольны.","Переживали, будет ли телефон оригинальным. Оказалось, все переживания напрасны)",0,0,Apple Mall
Месяц назад,Неман,5,Не указано,"Удобный, шустрый, отличная камера, хорошо лежит в руке, хоть и выглядит большим.",Непривычно отсутствие кнопки «назад».,"Покупкой довольна. Плюс доставка в два раза быстрее, чем заявлено.",0,0,МегаФон - Официальный магазин
2 недели назад,Тобольск,5,Не указано,Доставка в точно указанную дату. Айфон новый,Какие могут быть недостатки у айфона ?!,Был качественно упакован,0,0,Супер Связь
Месяц назад,Челябинск,5,Не указано,"Телефон не был активирован, все заявленные характеристики работают.",Коробка была упакована только в пакет без доп защиты. На коробке были дополнительные наклейки.,"Пользуюсь пол месяца, нареканий нет.",0,0,eVd-Tehnic
Месяц назад,Печерск,5,Не указано,"Цвет, размер телефона. Оригинал",Пока не выявлено,Доставка пришла вовремя. Сам телефон хорошо упакован. Пока только начинаю пользоваться. На данный момент все хорошо.,0,0,White Store
4 дня назад,Краснодар,5,Не указано,"Качество камеры,звука, цвет. После 8 айфона просто шикарно)",Не заметил,Не указано,0,0,АЙБАРС
Месяц назад,Дрожжино,5,Не указано,"Нормальный телефон, все работает, нареканий нет","Стоимость. Часть приложений платная, как и на всем яблочном)","Телефон покупался жене на замен старого. Я сам не любитель IPhone, но ей нравится",0,0,Tech_Story
2 месяца назад,Печерск,5,менее месяца,"Заказывал курьером на определённую дату. Всё доставили в срок и это спасибо Яндексу
Продавьцу спасибо за качественный оригинальный телефон",Не указано,"Телефон производства Индия, был в заводских пломбах и пломбах отправителя. Никаких проблем с переносом и настройкой не возникло, всё тоже самое что и из Китая",0,0,ID Store
3 недели назад,Монино,5,Не указано,качество главное русифицированный,пока не нашел всё отлично,быстро и без проблем оформил смартфон в сплит доставка 3 дня,3,3,MyPhones
Месяц назад,Таганрог,5,менее месяца,"Очень шустрый , стильный а главное уже облегченный по сравнению с предыдущими моделями",вроде не обнаружил,понравилась что очень громкий 🫶,0,0,You:store
3 месяца назад,Кировск,5,несколько месяцев,"Цена, скорость доставки","Недостатков не обнаружено, телефон оригинальный","Проверки все прошел, упаковка и комплектация целая, претензий нет. Дальше будет видно по мере использования
*дополняю отзыв спустя месяц пользования
Телефоном очень довольна, приехало все целое, полная комплектация, телефон полностью соответствует описанию. Спасибо большое продавцу !",1,0,Prosto-Technika
5 дней назад,Москва,5,Не указано,"Быстрая доставка. Телефон отличный. Брала на подарок, упаковка новая",Нет,Не указано,0,0,EXCESSORIZ
3 месяца назад,Мулино,5,менее месяца,"Отличный телефон, оригинал, не активированный, изготовлен для Индии, все номера бьются при проверке и есть гарантия.",Не выявлены,"Порядочный продавец, все пришло хорошо упаковано. Единственный момент, что коробка немного потрёпаная, но это не критично. Было волнительно заказывать на сайте, но все оправдалось в лучшую сторону.",0,0,imeigadget
Неделю назад,Сочи,5,Не указано,"Все отлично, оригинальный - классный",Недостатков нет,"Советую продавца, все отлично",0,0,QTСервис
Месяц назад,Калуга,5,Не указано,"Привезли быстро, упаковано отлично, рекомендую продавца",Не заметила,"Цвет просто бомба, дарили как подарок мужчина на день рождения, выглядит стильно",0,0,Apple Mall
Месяц назад,Волгоград,5,менее месяца,"Доставка, упаковка, состояние",Нет,"Доставили быстро, был надежно упакован без повреждений. Телефон отлично работает, пришел не активированным, серийный номер был проверен, все отлично. Продавца рекомендую.",0,0,Prosto-Technika
2 недели назад,Нижнекамск,5,Не указано,Система iOS дает о себе знать. Сплошные фишки и скорость работы то за что я решил его взять,Пока не нашел,Не указано,0,0,You:store
Неделю назад,Алексеевка,5,Не указано,Оригинальный товар. Все работает отлично,Их нет. Немного мятая коробка,Цена очень приятная,0,0,Techno Storm
3 недели назад,Лыткино,5,менее месяца,"Зарядки хватает на целый день и пару каток в эрангель (пабгеры поймут) , телефон при этом не греется - это вообще топ.",Не нашла,Не указано,0,0,ElectroHome
Позавчера,Мурино,5,Не указано,Айфоны - лучшие телефоны),Нет разбега для обычной сим нано,Не указано,0,0,Супер Связь
Неделю назад,Никитское,5,Не указано,"быстрая работа, камера супер, быстрая зарядка",нет,"не пожалели, доча в восторге",0,0,iBox.Store
Месяц назад,Москва,5,Не указано,"Пришел целый, работает хорошо","Нареканий нет, хорошая мобилка","Я особенно не разбираюсь, но пользоваться им приятно. В комплекте провод и бумажки, все как положено",2,2,MyPhones
6 дней назад,Краснотурьинск,5,Не указано,"Оригинал, все просто прекрасно работает",Никаких,Берите не промахнётесь,0,0,iSpot
Месяц назад,Воронеж,5,Не указано,"продавец прислал все вовремя. коробка была не нарушена, упаковка тоже. телефон оригинальный, новый.",недостатков нет,рекомендую данного продавца!,0,0,OGWTRADE
2 месяца назад,Владимир,5,менее месяца,вы знаете,упаковка,"Покупал жене в подарок,все четко ,единственный минус это упаковка ,сама коробка айфона была грязная,с огромной наклейкой ,мятая (именно подарочный вид и первое впечатление испорчено). В остальном все впорядке.",0,0,EL-ViН
Неделю назад,Павловская,5,Не указано,"всё хорошо, телефон летает, батарея хорошая",нету,как всегда айфон лучший,0,0,ProApple
3 месяца назад,Домодедово,5,менее месяца,"Очень красивый цвет
Долго держит батарею
Качество фото и видео",Не найдены,"Долго решалась на покупку данного телефона, тк цена значительно меньше магазинной, так еще и завоз из другой страны🥲
В итоге все супер, никаких различий с Ростестом нет, телефон оригинал, пришел хорошо запечатанный.
Спасибо огромное магазину🩷",0,0,ID Store
Неделю назад,Выборг,5,Не указано,Отличный телефон,Нет,"Оригинал, отличный телефон, пришел целый хорошо упакован",0,0,Zoadster
Месяц назад,Королёв,5,менее месяца,"отличный телефон, приехал на день раньше, привыкаю к айфону. после андроида конечно небо и земля, давно мечтала о нем. будем надеяться, что айфоны полностью не заблокируют в рф)",все хорошо,очень красивый цвет))),0,0,S.Store
Неделю назад,Москва,5,Не указано,Все оригинально и работает,"Нет, пока что никаких","Обожаю айфоны, а тут еще и магаз кайф",0,0,MOBILE-ROOMS
Неделю назад,Самара,5,Не указано,iPhone он всегда iPhone,Не обнаружено,Спасибо продавцу и Яндекс маркет,0,0,Legacy Store
Месяц назад,Рощино,5,Не указано,"Все отлично, качество на высоте, это айфон и этим все сказано","Да нет их, если не считать что приложения банков не работают и бесконтактная оплата",👌,0,0,1Store.
2 месяца назад,Покровское,5,менее месяца,"Это iPhone 14, это и есть достоинство",Нет,"Заказ пришел быстро, в заявленный срок. Заказывала Ростест, поэтому всё отлично, всё работает. В комплекте провод для зарядки. Телефон настроили без проблем, всё супер! Ребёнок очень доволен. Спасибо продавцу и Яндекс!",0,0,Hi Store
Месяц назад,Саранск,5,Не указано,Не указано,Не указано,"Получил без повреждений коробки , телефон оригинальный новый запечатанный
Активировал без проблем , пользуюсь второй день все устраивает",0,0,Prosto-Technika
6 месяцев назад,Долгопрудный,5,менее месяца,"iPhone, iOS",iOS,"Пересел с нотинг фон, почти чистого андроида и постоянных 120 герц. 120 герц и отсутствие возможности установки ломаных приложений, в частности ютуба коробит меня и по сей день. Ну ещё нельзя установить мирпей или сберпей. Плати как в нулевых- картой. Можно конечно использовать стикеры, но они под чехлом выпирают и чехол нормально не закрывается, на чехол клеить - ну это извращение и не красиво. Надеюсь сбп будут развивать :) После андроида - мир айос полностью тоталитарный. Но в целом работают стабильно, предсказуемо и хорошо. Звук класс, камеры - огнище огненное. Рекомендую)",1,0,OGWTRADE
2 недели назад,Москва,5,Не указано,"Телефон оригинал, все номера проверил все сошлось. Не восстановленный. Не БУ",Нет,"Рекомендую
Продавца",0,0,ID Store
Неделю назад,Тюмень,5,Не указано,"Оригинал, проверяется на офиц сайте, новый",Нет,Отличный телефон за отличную цену,0,0,ProApple
Месяц назад,Ейск,5,Не указано,Не указано,Доставка была долгой 2 раза переносили срок доставки,"Телефон новый запечатанный, в подарок положили чехол и защитное стекло. За это отдельное спасибо!",0,0,QTСервис
Месяц назад,Тучково,5,Не указано,Нормальный телефон,"Короче адаптер и шнур сгорели в розетки , и сама розетка сгорела",Когда разговариваешь по ватсапу колонка хрипит но это мелочи,0,0,White Store
2 месяца назад,Чехов,5,менее месяца,"Как всегда техника от Apple на высоте!!! Стильный дизайн, отличная производительность ну и все что вы только можете и хотите видеть в вашем смартфоне!!",Не выявлено,Впечатления оправдали ожидания!!! Уже много лет пользуемся техникой этого бренда!,0,0,Яндекс Маркет
Месяц назад,Санкт-Петербург,5,несколько месяцев,"Всё гуд, работает.","Не работает аудио фейс айди. Видео созвон работает. Так как версия для китайского рынка. Исправить, как понял, нельзя.",Учитывайте особенности китайской версии.,0,0,Digital Planet
Месяц назад,Лесной городок,5,несколько месяцев,"Компактный, удобный. Мощный.","Не обнаружен, кроме того что жена не захотела на мой 12про макс меняться))","Доставка очень порадовала! Привезли в день заказа, как раз успели к др.",0,0,ID Store
Неделю назад,Набережные Челны,5,Не указано,"Товар оригинальный, упаковали хорошо.",Не обнаружено.,Жена довольна. 😊,0,0,ElectroHome
2 месяца назад,Краснодар,5,менее месяца,"Достаточно прост в использовании ,легкий",Отсутствие некоторых приложений в appstore,"Пришел на пункт выдачи в коробке с пузырчатой пленкой.Проверила оригинальность и активацию на сайте яблока,оригинал не активирован )пришел для рынка Китая ,довольна покупкой ,продавец добросовестный",0,0,xgadget
2 недели назад,Москва,5,Не указано,"телефон хорошо запакован, пришел целый без царапин, хорошо держит батарею, вообщем телефон 🔥",Не указано,Не указано,0,0,Неизвестно
4 дня назад,ВНИИССОК,5,Не указано,"Новый телефон и все четко работает, спасибо продавцу",Нету,Не указано,0,0,АЙБАРС
3 месяца назад,Коммунарка,5,менее месяца,"Огромное спасибо продавцу! Пробила по серийнику — телефон новый, всё бьется, ранее активирован не был. По сравнению с XR — разница колоссальная, телефон летает. Камера тоже хороша, тут не поспоришь, особенно радует ночной режим. Царапин, сколов — ничего нет, абсолютно новый телефон, упакован достойно.",Не указано,Рекомендую данного продавца!,2,0,Prosto-Technika
3 недели назад,Москва,5,Не указано,"оригинал, покупали на подарок , все хорошо ☺️",не обнаружено,"привезли в срок, курьер попросил проверить , за это спасибо",1,2,MOBILE-ROOMS
2 недели назад,Екатеринбург,5,Не указано,"Все работает, стильные.",Цена дорогая и модель что и 13,Цена должна быть на ровне 13.,0,0,LeaderStore
Неделю назад,Екатеринбург,5,Не указано,все отлично и по прекрасной цене,"нет, все отлично и доставили быстро",Не указано,0,0,Digital Planet
5 дней назад,Красково,5,Не указано,Главное удобно лежит в руке и шустрый,Пока не обнаружено,Не указано,0,0,1Store.
Месяц назад,Москва,5,несколько месяцев,"Отличный телефон! Переходила с xr, поэтому разница в производительности для меня ощутима. И работы камеры полностью устраивает, так как снимаю часто. Спасибо продавцу за оперативную доставку!",Не выявила.,Не указано,0,0,video-shoper
2 месяца назад,Красное Село,5,менее месяца,"Хороший дизайн
Мощный
Хорошие камеры
Цена(61к)
Неплохая батарейка
IOS - это самый главный плюс айфона
Taptic Engine (крутые вибрации)",Для кого-то цена,"Я считаю что телефон полностью стоит своих денег. Айос божественная операционка, привык к ней за пару дней, все очень интуитивно понятно",1,2,WISHMASTER
3 недели назад,Екатеринбург,5,Не указано,"Отличны, всё круто, я доволен","Нет, у эпл не может быть недостатков",Всё как всегда на высоком уровне👍👍👍,0,0,СП-Компьютер
3 недели назад,Наро-Фоминск,5,Не указано,"Все отлично работает, без нареканий рос все верно","Очень сильно мятые углы коробки не презентабельно, брала на подарок",Не указано,1,0,MyPhones
2 месяца назад,Саратов,5,Не указано,хороший телефон,нет,"Добрый день! Долго думала, стоит ли покупать телефон через интернет магазин. Рискнула! Все именно так, как заявлял продавец. АКБ 100%. Корпус новый. Все работает. Пользуюсь телефоном 2- ой день, претензий не имею. Надеюсь, что и не буду))",1,0,Apple Future
Месяц назад,Москва,5,Не указано,"Красивый цвет, хорошая цена. Почти ничем не отличается от других айфонов.",Не нашел недостатков,"Брал на замену 10, свои функции выполняет",4,5,MOBILE-ROOMS
3 недели назад,Губкин,5,Не указано,"Работает идеально, приобретали в подарок",Пока что не наблюдается,"Быстрая доставка, целый пришел полностью запечатанный",0,0,World Fashion
2 месяца назад,Одинцово,5,менее месяца,Не указано,Не указано,"Впервые купила IPhone. Пользуюсь неделю, поэтому пока не заметила явных минусов, что уже хорошо наверное. Заказ пришел в точно указанный день, без задержек, в оригинальной коробке и черном пакете. Дополнительной коробки для защиты не было, но даже так сохранила целостность.",0,0,Digital Planet
2 недели назад,Москва,5,Не указано,"Новый смартфон, пришел хорошо упакованным и не вскрытым",Не указано,"Нормальный продавец, можно брать",0,0,Tech_Story
3 месяца назад,Серпухов,5,менее месяца,"Оригинал
Пломбы есть ,не повреждены",Не обнаружено,"Купила телефон 3 января ,а пришел 9 января . Очень боялась ,что будет не оригинал или восстановленный ,но после получения получила оригинал ,пломбы на месте были ,быстрый ,камера огонь
Пользуюсь и радуюсь
Советую приобрести ,не пожалеете
Спасибо продавцу за честность",0,0,Техника_05
Неделю назад,Шатурторф,5,Не указано,"Что можно сказать Айфон есть Айфон ,не работает а летает",Их не может быть,Не указано,0,0,Techno Storm
3 недели назад,Тюмень,5,Не указано,Ну яблоко есть яблоко.,Не обнаружили.,"Все хорошо, и продавец не подвел и товар надлежащего качеств.",0,0,Prosto-Technika
Неделю назад,Санкт-Петербург,5,Не указано,"Телефон классный, работает хорошо, ни разу не пожалела",Нет,Берите,0,0,Электронный Арсенал
2 месяца назад,Красноярск,5,менее месяца,"Удобный, легкий. Доставка быстрая. Продавца советую.","Не нашла. Единственное, что документы в коробке как таковые отсутствуют, но это ожидаемо, когда берёшь не у прямого сейлера",Смело можно брать у этого продавца. Комплектация и исполнение на высоте.,0,0,Apple Mall
3 недели назад,Эсто-Садок,5,Не указано,"Отличный смартфон, впервые брал что то такое ценное доставкой","Одни плюсы, проблем за 4 месяца пользования нет",Не указано,0,0,Sky Tech
Месяц назад,Москва,5,Не указано,"в принципе, как и все айфоны достоинств больше, чем недостатков","их нет, их нет, их нет","боялись заказывать онлайн, но покупка прошла успешно",0,0,EXCESSORIZ
2 недели назад,Санкт-Петербург,5,Не указано,"Номер бьется, все отлично! От телефона в восторге, цена вкусная, оригинал",Нет,Большое спасибо,0,0,boutique d'electronique
Месяц назад,Тверь,5,Не указано,"Отличный телефон, исправно работает, в целом нравится продукция Apple",Отсутствуют,"Пользуюсь продукцией Аpple уже лет 9, все супер",0,0,Apple Mall
2 месяца назад,Кинешма,5,несколько месяцев,Все работает исправно,Пока работает исправно. Недостатков не выявил,"Брал на свой страх и риск. Боялся обмана или кражи при доставке. Пришёл целый, все работает исправно. Покупал месяц назад. Специально не писал отзыв пока не пойдёт время. Советую к приобретению.",0,0,ТехноПространство
Месяц назад,Уфа,5,Не указано,"Отличный телефон,что и ожидал.","Для китайского рынка, WLAN вместо Wi-Fi, что одно и тоже, меня не смущает.",Все как заявлено продавцом.,0,0,Apple Mall
2 месяца назад,Воскресенское,5,Не указано,Все супер!,Их нет.,"Очень переживала заказывать не россеть, но все в порядке. Пользуюсь уже около месяца, никаких нареканий. Коробка была в идеальном состоянии. Упаковано все было хорошо. Полная комплектация. Регион Россия устанавливается, симкарту айфон видит. Берите, на пожалеете ♥️",0,0,ID Store
Месяц назад,Большевик,5,несколько месяцев,"Отличный новый телефон, ничем не отличается от версии РОСТЕСТ","Недостатков при проверке не обнаружил, полное соответствие заявленным характеристикам",Не указано,0,0,Apple Mall
Месяц назад,Волгоград,5,менее месяца,"Красочный, новый, реально новая батарея, чехол и зарядное устройство в подарок, пишу с нового IPhone, просто супер!",Пока не нашла,Однозначно рекомендую!,0,0,White Store
6 дней назад,Санкт-Петербург,5,Не указано,"Очень быстрый, легкий, стоит своих денег, рекомендую",Не указано,Не указано,0,0,А Маркет
Месяц назад,Москва,5,Не указано,Все прекрасно. Оригинальный. Все как и ожидала.,В коробке только провод для зарядки без самой вилки. Зря они так),Не указано,0,0,Prosto-Technika
Месяц назад,Нижний Новгород,5,Не указано,"Отличный телефон. Привезли в идеально запакованной коробке. Проблем не обнаружила. Настройки, перенос с 11 - все идеально!",Нет,Не указано,9,7,ManyPhone
3 дня назад,Путилково,5,Не указано,"Шустрый, симпатичный",Нет,Спасибо все отлично,0,0,TECHNOTON
Месяц назад,Озёры,5,Не указано,"Супер телефон. Оригинал,проверяли на официальном сайте Apple. Продавец был всегда на связи,ответил на вопросы. Продавца однозначно рекомендую!!!! Спасибо за приятные эмоции.",Нет,Не указано,0,0,Sibdroid
Месяц назад,Мытищи,5,Не указано,Мне все понравилось работает четко,Не увидел,Пользуюсь чуть больше недели пока ничего нету все работает исправно и четко,1,1,MOBILE-ROOMS
4 дня назад,Москва,5,Не указано,"Оригинальный, не восстановленный, рекомендую",Не указано,Не указано,0,0,BaradaShop
2 месяца назад,Нижний Новгород,5,менее месяца,Отличный смартфон. Appele……,Нет,"Смартфон пришел отлично упакованным в несколько коробок и все с пломбами. Принесли, включили, настроили всё работает. Все ok. Сразу прилетела 17.3…рекомендую товар и продавца!!! Все в соответствии с описанием и в срок. Спасибо!!!",0,0,Prosto-Technika
2 недели назад,Екатеринбург,5,Не указано,Не указано,Не нашел,"Не умею писать комменты
Все устроило,товар индийский,упакован хорошо",0,1,iBox.Store
Месяц назад,Москва,5,Не указано,"Качество исполнения, фото, видео. Внешний вид. iOS",Немного греется при активом использовании. Две камеры вместо трёх,Не указано,1,0,MOBILE-ROOMS
2 недели назад,Москва,5,Не указано,"Новый,запечатанный,отличная цена!",Их нет и не может быть!,Рекомендую данный магазин!,0,0,Apple Future
7 месяцев назад,Альметьевск,5,Не указано,"Оригинал,не переживайте","Нету,все с ним в порядке.Пришел запечатанный и оригинальный телефон","Пришел забирать айфон на подарок любимой девушке и очень сильно переживал за то,будет ли оригинал ждать меня в коробке.
Посмотрев ролики в ютубе,я узнал как можно отличить оригинальную коробку,от неоригинальной и пробил серийный номер на сайте.
Так же я уточнил у консультанта то,бывают ли проблемы и возвраты на данное устройство.Он сказал что все будет хорошо и что устройство полностью оригинальное.
Девушка довольна,я покупкой доволен.Если в чес-то сомневаетесь,все есть в интернете как и что проверить.Спасибо продавцу за устройство😇👍🏻",3,0,S.Store
Не указано,Не указано,5,Не указано,Не указано,Не указано,Дочь довольна. Фотки получаются огонь.,0,0,Неизвестно
3 дня назад,Екатеринбург,5,Не указано,Отличный телефон.,Как всегда аккумулятор.,Не указано,0,0,Techno Storm
Месяц назад,Красноярск,5,менее месяца,"Оригинал, упаковка запечатана. Пока всё хорошо с телефоном.","Комплектации нынче скудные. Телефон не dual-sim хотя было написано при заказе, что да!",Не указано,0,0,Digital Planet
2 месяца назад,Нижний Новгород,5,менее месяца,"Крутая ОС, высокая скорость работы, яркий и четкий экран, потрясающая камера, фиолетовый цвет - космический 🤩",Не указано,"Оригинальный телефон, фиолетовый цвет - просто отвал. Лучший Айфон по соотношению цена/качество",0,0,Apple Mall
2 недели назад,Первомайский,5,Не указано,шикарен.слов нет. новый,нету и быть не может,упакован отлично. продавец молодец,0,0,You:store
Неделю назад,Лениногорск,5,Не указано,"Телефон оригинальный, новый, проверил через разные программы",Нет,Не указано,0,0,Tech Story Mobile
2 недели назад,Москва,5,Не указано,"Супер, все летает… Доставили за час","Нет, всё отлично..",Спасибо большое за товар,0,0,ТехноПространство
2 недели назад,Зарайск,5,Не указано,цена качество,нет чехол бы в подарок было бы супер,продавец спасибо за товар,0,0,GSM Butik
3 недели назад,Каменное,5,менее месяца,"это айфон, в полне достойный вариант",цена не соответствует,"если бы цены были ниже, было б топ",0,0,Apple Mall
Неделю назад,Вольск,5,Не указано,Не указано,нет,"отличные снимки, удобные программы, год в использовании, летает",0,0,Неизвестно
3 недели назад,Липецк,5,Не указано,"идеально работает, оригинал, все проверки прошел, аккум 100%, доставка быстрая, я довольна очень😋",нет,Не указано,1,1,emobile66
4 месяца назад,Москва,5,Не указано,"Как и всегда, всё на высоте. Меняли XR и 11 на два 14-х, разница чувствуется каждую секунду.
Правда, привыкаешь со временем к быстродействию и плавности, всегда красивой картинке и всяким плюшкам, старый телефон в руки брать уже неохота.
Не говоря уже о многих андроидах, не наше это 😂","Цена за год поднялась на 20%+, что удручает","Доставили быстро, все пломбы на месте, на сайте Эппл пробивается моментально как не активированное устройство",0,0,restore
Месяц назад,Зарайск,5,несколько месяцев,Не нашёл. Если только дизайн,"Блеклый экран, камера + - пойдёт. Зарядки нет в комплекте. Так себе","Как по мне, андроид лучше, но каждому свое)",0,0,Digital Planet
Месяц назад,Невинномысск,5,менее месяца,"Отличный телефон. Упаковка целая, работает исправно.",Недостатков нет.,Отдельное спасибо за быструю доставку. Доставили даже раньше обозначенной даты),0,0,Boutique VB
Не указано,Не указано,5,Не указано,Не указано,Не указано,Отлично синхронизировался с прошлыми моделями. Работает быстрее и проще прежних. Для самых бестолковых пользователей подходит,0,1,WISHMASTER
2 недели назад,Междуреченск,5,Не указано,"Отличный телефон, все работает, пришел во время в целости и сохранности.",Не указано,Не указано,0,0,Gadget Store 123
Месяц назад,Сычево,5,Не указано,Быстро работает без нареканий,НТУ вс хорошо,"Купила сыну подарок, очень хороший телефон работает все оригинальные",0,0,Apple Mall
Неделю назад,Видное,5,Не указано,"Упаковано отлично, посеветую, спасибо продавецу",Не указано,Не указано,0,0,LEMAN
Неделю назад,Москва,5,Не указано,"Новый телефон
Запечатан
Неактивирован","Нет, телефон супер",Не указано,3,0,ManyPhone
Месяц назад,Рыбинск,5,менее месяца,Не указано,Не указано,"Было страшновато заказывать, но приехал абсолютно новый, в коробке с пломбами оригинальный телефон, доставка была 2 недели из арабских эмиратов, доволен",0,0,Digital Planet
2 месяца назад,Санкт-Петербург,5,менее месяца,"новый, в коробке с пломбами",нет,"отличный телефон, порадовала быстрая доставка день в день, сам телефон с Китая, забавный момент, что в китайском айфоне вай фай и телефонная сеть называется иначе, не как мы все привыкли, а так айфон как айфон",0,1,Apple Mall
Месяц назад,Львовский,5,Не указано,"Очень классный, спасибо продавцу. Цвет супер, в идеальном виде. Муж доволен, брала ему на подарок.",Никаких,Не указано,0,0,iSales
Месяц назад,Санкт-Петербург,5,Не указано,Оригинальный новый телефон,Не указано,"Пришел четко в срок, коробка была немного грязная, но по отзывам я была к этому готова. А телефон новый, в полном порядке.",0,0,Prosto-Technika
